x,y
0.0021894308231216186,1.0707719873861627
0.006208516587129398,0.8633357907436736
0.00676406199000279,0.8461648904304392
0.00934857450024451,0.9167483757826705
0.012406981727713595,1.258828172522033
0.013768449590682241,1.15939689302754
0.0226804761247833,1.2184140502214391
0.02964700053541558,1.090664291898363
0.031034861133332647,1.3636129677322664
0.04107856658418385,1.737431318647664
0.04196524456467021,1.7802552909121565
0.04332406269480349,1.7975449667721275
0.04735527880151513,1.8628736660008194
0.05387368514623658,1.738265294509816
0.05500639540622365,1.922752202714277
0.05711563808885989,2.0163636599230035
0.05839198991213279,1.8904871895129616
0.0598092227798519,2.2872236298306587
0.07291022107806677,2.2842183558137616
0.07334254363261816,2.406792231589134
0.07538124164297655,2.360289674490704
0.0835270070444003,2.0350236547869947
0.08477384339419014,2.2377086902369014
0.10310443885564724,2.2768320354658447
0.10646052201186085,2.497649450611625
0.1071268171938663,2.4034576452059344
0.10831149418272878,2.3888259005664123
0.11189431757440382,2.4118763949015807
0.11406569874266248,2.3321848785819705
0.1193808979262484,2.184518982415271
0.12394270048696299,2.0105979259839186
0.12620532161439946,2.1936431480463465
0.1270293935724024,2.251153524993088
0.13402120599884282,2.582854244897031
0.14178738316276462,2.2105077450366357
0.14243537334181722,2.2767717096512428
0.14376682451456457,2.1251343716140605
0.14715689989299718,2.2216200539637714
0.14983371598992723,2.2832380834864665
0.15139526440743212,1.9645767322142584
0.15257277467450536,1.8581454607480057
0.17146526096424974,2.0702661472609396
0.17306722681479214,2.152079131186019
0.17949786946939184,2.0375616069600584
0.18258873158030875,1.8047918393902154
0.18428708381381365,1.9632775949574182
0.1915194503788923,2.2296416836737594
0.1936186901537772,1.6633936117863901
0.19567517866589823,1.6299690267682068
0.2017556924529783,1.79894498039816
0.21281993764846496,1.6897665281417968
0.21563406298839582,1.4190098054249005
0.21879210567408858,1.3864820202415247
0.22331922312265218,1.5363052060369902
0.22921856546061792,1.2838037948791712
0.2526157550465302,0.7619892358266027
0.25565328643413965,1.0946650704525775
0.2725926052826416,0.6804486045906217
0.2730432596836856,0.7136997190567267
0.2764642551430967,0.7904702238354918
0.28206978311608777,0.666949390329548
0.2852509600245098,0.7950384232477528
0.287062425000009,0.7023958752723067
0.29112524489787484,0.9714181079144852
0.29692728344953345,0.6095654805239761
0.2971589861743179,0.7434650034364093
0.30064170577030114,0.6892231770208571
0.31683612216887125,0.5510087283003958
0.31754682302719583,0.564528939523312
0.3230946929662495,0.4588228742842584
